,user,item,rating
40402,294,1672,4.0
81270,553,1682,1.5
24078,173,62,4.0
13337,86,172,3.0
59172,428,48780,4.5
38639,283,1682,5.0
95767,628,97304,3.0
87451,581,27478,0.5
9999,70,1356,5.0
44872,313,6874,3.5
76734,531,2567,3.5
85686,575,969,5.0
46812,344,924,3.0
81133,551,328,3.0
76873,533,379,4.0
76021,529,348,5.0
83638,564,1648,4.0
20483,137,1617,4.0
60180,434,1198,3.0
62445,452,4836,3.0
27129,199,4226,5.0
6987,41,2808,4.0
22954,161,367,3.0
55606,402,6537,3.0
22819,160,1124,5.0
9049,58,2827,3.0
8755,56,116797,4.0
26798,196,3004,4.0
39958,292,2683,3.5
27523,200,4344,3.5
10438,73,1245,4.0
32599,235,4563,3.5
7735,48,72741,3.5
4533,23,5388,3.5
11027,73,5943,2.0
52792,384,1616,3.5
17942,119,1390,4.0
8915,57,1914,5.0
92187,609,4441,1.0
56077,405,3224,4.0
84566,564,3693,4.0
92983,616,1393,4.0
67742,472,2824,5.0
94623,624,55294,2.5
28167,206,1291,4.0
23011,162,780,3.0
10725,73,2915,3.5
84863,569,1608,4.0
86460,578,33660,3.0
50078,367,3717,3.0
56701,408,222,5.0
76286,529,2858,5.0
83940,564,2269,3.0
68925,478,260,4.5
5923,30,4954,4.0
95898,633,47,3.0
1703,15,3801,3.0
98176,655,91500,2.0
43969,311,3072,2.0
66830,468,53894,2.5
11247,73,31696,3.0
80558,547,89321,2.0
23572,165,6620,1.5
97388,652,140757,4.0
52747,384,673,3.0
75030,520,4816,3.0
30399,215,509,3.0
21906,151,589,5.0
87639,584,575,3.0
71014,497,1185,5.0
55567,402,4299,3.5
82848,564,39,5.0
86329,577,2858,5.0
58376,423,72781,4.5
50718,373,2369,3.0
36852,265,1171,2.0
99959,671,3147,4.0
96001,637,24,3.5
90792,603,1013,3.0
51352,380,2302,3.0
37619,270,79695,1.5
39227,285,3448,4.0
99136,664,68157,4.0
76871,533,329,4.0
94391,624,6333,4.0
2313,15,69526,3.0
86839,580,2064,4.0
9487,63,3176,5.0
74775,519,593,4.0
57049,412,912,2.0
2092,15,8366,2.5
52813,384,2006,3.5
3096,18,785,4.0
11298,73,44245,4.0
37521,270,4734,4.0
26185,193,1196,3.0
59267,430,457,5.0
56639,407,5995,4.5
62307,452,3973,1.0
32364,234,500,4.0
86157,577,6,4.0
7307,46,2153,5.0
77419,536,204,4.0
32040,232,2117,4.0
82771,563,89492,4.0
30844,220,481,4.0
65665,468,17,3.5
72645,509,1643,4.0
65499,466,1883,3.0
93111,619,252,3.0
42764,306,1947,4.0
98739,663,138204,3.5
43717,311,1299,3.0
79156,547,2971,5.0
24135,175,1,4.0
85824,575,2015,3.0
16331,105,1183,4.0
49177,358,2302,4.0
81948,559,1197,5.0
10631,73,2340,0.5
2481,15,99811,4.0
64041,460,4979,4.0
71962,505,2145,3.5
28260,208,4238,4.0
3623,20,58047,4.0
23737,167,2365,2.0
50601,373,1096,5.0
22952,161,357,5.0
50512,371,111443,3.0
5492,30,2313,4.0
37525,270,4979,4.0
60032,433,59369,3.5
62058,452,2803,3.0
37649,270,95510,3.5
41767,299,6290,4.5
14079,92,253,2.0
89493,596,1485,3.5
45359,321,1265,4.0
77984,543,736,5.0
43041,306,3846,3.0
14092,92,328,3.0
19317,128,5524,4.0
78975,547,2194,2.0
99765,667,307,5.0
17533,118,674,2.0
55899,405,586,4.0
6451,34,2571,5.0
43279,309,6377,5.0
88293,587,1251,3.5
65095,463,2571,5.0
24402,176,27815,4.0
44312,311,8633,3.5
20023,133,94959,4.0
42413,306,21,4.0
68890,476,2959,5.0
24046,171,2858,5.0
79467,547,4321,2.5
46481,342,14,3.0
31511,229,4406,4.0
14060,92,163,5.0
5650,30,3082,3.0
41616,299,1206,4.0
87495,582,1196,4.0
92201,609,4837,1.0
26993,198,4967,1.5
74467,518,1959,2.0
222,4,1265,5.0
3395,19,1130,4.0
91399,607,288,4.0
36325,262,5679,2.5
80344,547,54272,4.5
50641,373,1299,5.0
67645,472,2321,3.0
13954,91,8360,4.5
58213,423,3033,3.5
99087,664,53972,4.0
99537,665,2997,3.0
54804,392,6296,3.5
13261,85,466,3.0
34204,243,4886,3.5
66064,468,2035,3.0
36314,262,5481,1.5
54165,388,3098,4.0
88988,592,3175,4.0
59911,433,1242,2.0
43630,311,1049,3.5
9464,63,1954,4.5
60130,434,745,5.0
7200,43,2390,3.0
6591,36,457,3.0
7716,48,70159,4.0
26004,189,3763,3.0
1508,15,2701,1.0
51967,380,68237,4.0
11600,73,84944,4.0
44721,313,1721,5.0
80627,547,97938,4.5
55876,405,85,4.0
23050,163,1994,3.5
31331,224,1405,4.0
78124,544,5269,5.0
29580,213,3534,2.0
40044,292,6377,4.5
49082,358,1918,2.0
6240,33,2926,3.0
23456,165,3785,3.5
23897,169,5816,3.5
90083,598,1580,3.0
30883,220,1079,4.0
88979,592,2948,4.0
21808,150,6944,3.0
24224,175,4161,4.0
80545,547,87304,4.5
61143,447,60,3.0
31393,226,63113,4.0
94172,624,4084,3.0
17640,118,2533,3.0
2703,17,194,4.0
32151,232,2724,3.0
23791,168,357,3.0
82148,561,367,3.5
49619,362,8961,4.5
97585,654,1073,3.5
33917,242,3148,3.0
32693,236,1217,5.0
19309,128,5349,3.0
71548,501,64034,4.5
59314,430,1208,4.5
29605,213,4022,2.0
607,8,1210,4.0
13833,89,59315,5.0
65249,463,4720,4.0
89471,596,1259,3.5
27691,201,186,3.0
2468,15,97866,3.5
90440,599,58047,4.5
51470,380,3298,3.0
26918,197,2797,4.0
77445,536,270,4.0
65388,466,153,2.0
38061,275,8784,5.0
4865,26,6016,5.0
3736,21,1224,5.0
77732,537,1243,5.0
48308,353,47200,3.5
1313,15,1610,3.0
75124,522,19,3.5
42062,303,520,3.0
52762,384,1196,5.0
33881,242,2857,5.0
35782,257,3996,5.0
13537,88,288,3.0
68283,475,4015,2.0
92890,615,104881,4.0
28160,206,1200,3.0
93489,623,4816,4.5
2339,15,76293,3.0
63044,457,442,1.5
61740,452,1303,3.5
88173,587,50,4.5
50996,378,6874,4.0
2986,17,6993,4.0
73523,514,288,5.0
64012,460,3882,4.0
96188,641,204,3.0
95663,627,48385,3.5
33006,239,232,4.0
81578,555,1041,5.0
97968,654,5618,3.5
46854,344,1250,4.0
41291,295,5989,5.0
2424,15,90870,0.5
92709,615,6942,4.0
84069,564,2473,1.0
38629,283,1223,5.0
29053,212,8493,4.0
58087,423,849,3.0
83781,564,2002,2.0
88104,585,3957,2.0
90360,599,2795,3.5
87177,580,7056,4.0
67867,472,3730,5.0
46897,345,62,3.5
78995,547,2291,4.0
1346,15,1779,1.0
68802,475,109673,2.0
96876,648,6711,4.0
73811,514,1371,4.0
50691,373,2144,3.0
15263,99,4246,4.0
63504,457,8808,1.0
40074,292,41566,4.5
71409,501,356,4.5
17195,111,3270,4.0
63778,459,25,5.0
77646,537,934,4.0
60606,439,5095,4.0
31827,232,1135,4.0
87247,580,30812,3.5
25707,187,46578,5.0
47632,350,3897,4.0
17372,114,185,4.0
54022,388,2134,3.0
81125,551,135,3.0
31549,230,3160,5.0
78228,544,71156,4.0
11925,75,1265,3.5
698,8,43871,3.0
63378,457,4351,2.5
66343,468,3827,2.5
22977,161,587,4.0
52646,383,83,3.0
37827,272,110553,4.0
26115,192,44,3.0
39475,287,91500,5.0
10751,73,3070,3.0
51905,380,56782,4.5
51504,380,3809,4.0
23584,165,6953,1.0
71196,500,1089,1.5
94608,624,51540,4.0
29591,213,3826,2.5
59686,431,3071,4.5
66846,468,55830,1.5
10375,73,802,3.0
85933,575,3072,4.0
53386,386,4372,3.0
29007,212,6893,3.0
19455,130,1090,4.0
5096,30,288,1.0
27184,199,8225,4.0
32983,238,112556,3.5
65614,467,1645,4.0
1057,15,364,4.0
51415,380,2779,4.0
60277,436,593,2.0
23639,165,8908,1.0
83122,564,509,5.0
49878,364,134853,5.0
82310,561,4545,3.5
4132,23,1077,4.0
64669,461,4638,1.5
53397,386,5679,3.0
61423,451,3683,4.0
20529,138,1201,4.0
58573,426,6365,4.5
79595,547,5015,3.0
50191,367,40614,3.5
32815,236,6920,4.5
3883,22,2340,2.5
15957,102,3441,2.0
15789,102,2406,3.0
8951,57,2009,3.0
95151,624,116849,2.5
71374,500,54272,4.0
62953,456,6365,4.5
42040,303,32,3.0
95743,628,8874,4.0
18557,121,597,3.0
66035,468,1949,3.0
10875,73,4148,3.0
45145,316,91542,4.0
56964,410,316,4.5
62275,452,3798,2.0
75850,527,7153,3.5
32248,232,3168,4.0
50747,373,2520,4.0
18726,125,208,0.5
56945,409,331,4.0
60043,433,69481,4.0
45073,316,5816,4.0
29805,213,37380,2.5
59101,428,1826,0.5
10569,73,2009,4.0
10788,73,3438,3.5
44476,312,1176,4.0
28507,212,899,3.0
79799,547,6856,4.0
91281,605,3984,4.0
304,4,2409,4.0
59856,432,7438,5.0
1604,15,3219,2.0
33896,242,3035,5.0
86745,580,1371,2.5
68745,475,98809,3.0
2907,17,4645,4.5
43645,311,1094,3.0
22503,157,34405,3.5
54091,388,2560,2.0
98481,659,452,4.0
97898,654,3996,4.5
12538,78,5669,5.0
90098,598,1923,4.0
72187,506,344,4.0
67119,471,2115,4.0
30731,219,1573,5.0
66029,468,1934,3.5
95363,626,1911,2.0
63816,460,327,3.0
97525,654,454,4.0
327,4,2902,2.0
40468,294,2100,2.5
20846,143,2908,3.5
70715,493,1498,3.0
57976,422,296,5.0
58767,427,2583,2.0
61951,452,2314,4.0
39892,292,1265,3.5
72112,505,6777,3.5
98780,664,733,4.0
19235,128,3753,4.0
17450,116,2890,1.0
14411,94,4878,4.0
97030,649,288,5.0
11201,73,26480,3.0
46924,345,588,4.0
12455,78,2334,5.0
12950,83,1265,4.5
14513,95,9,3.0
9828,68,31658,3.5
42058,303,440,4.0
73910,516,218,4.0
89,2,588,3.0
44280,311,8009,3.5
26402,195,1220,5.0
10242,73,110,4.0
76244,529,2369,2.0
30393,215,86,3.0
10116,72,7361,3.5
43407,311,281,1.5
39575,288,261,3.0
74741,518,3042,3.0
53483,387,1096,4.0
60881,442,1231,4.0
62744,452,26178,3.5
11039,73,6157,0.5
24652,177,1391,4.0
75937,528,2959,3.0
99407,665,1487,3.0
87517,582,2125,4.5
51518,380,3988,3.0
17532,118,608,5.0
23661,165,31221,3.5
9760,68,1302,4.5
89880,597,1129,4.0
34468,245,5103,4.0
21432,149,127152,3.5
99907,671,745,4.0
2778,17,1252,5.0
62291,452,3871,4.0
92962,616,635,3.0
19643,130,3107,3.0
15807,102,2639,4.0
48668,355,8810,3.0
92226,610,1556,2.5
95105,624,111795,3.0
59794,431,40583,5.0
43484,311,531,2.0
20040,133,104841,2.0
17521,118,296,5.0
76045,529,608,5.0
49090,358,1946,4.0
79175,547,3045,2.0
18723,125,104,4.0
38918,285,558,4.0
3197,19,308,5.0
20441,137,260,5.0
87568,582,5349,4.0
53464,387,951,5.0
71932,505,1711,3.0
38528,282,2012,3.5
69486,481,356,4.0
27944,204,8899,4.0
79337,547,3706,2.0
58253,423,4105,3.5
5623,30,2959,4.0
53102,384,46965,3.0
32026,232,2094,4.0
83862,564,2118,4.0
61835,452,1767,2.0
81384,553,70286,3.5
20810,143,318,4.5
28960,212,5747,2.5
63700,458,47,4.0
51437,380,3020,4.0
90364,599,2942,3.5
72458,509,866,3.0
7921,49,1196,4.0
21867,151,231,4.0
98730,663,134246,3.0
16058,103,1240,4.0
10658,73,2455,4.0
34366,245,858,5.0
37423,268,72378,2.0
74373,518,1433,3.0
38536,282,2706,4.5
22270,156,1747,4.5
94362,624,5803,2.0
22797,160,34,2.0
45335,321,568,4.0
99171,664,74789,3.0
7812,48,93840,2.5
99367,665,1029,4.0
4387,23,3083,5.0
72426,509,587,2.0
58230,423,3396,3.5
32727,236,2131,4.0
49113,358,2027,1.0
22604,157,88163,4.0
11618,73,88140,3.5
45461,323,4995,4.5
87217,580,8810,2.5
82917,564,161,4.0
45381,321,2066,5.0
10557,73,1967,5.0
41380,297,1217,4.5
32113,232,2463,3.0
44360,312,34,2.0
72971,509,3793,4.0
90673,602,417,3.0
1072,15,442,1.0
78752,547,1256,5.0
73743,514,1210,4.0
38579,282,5989,5.0
22814,160,832,5.0
84146,564,2655,3.0
9233,61,1197,5.0
73237,510,509,5.0
46438,340,2571,3.5
61280,450,1199,5.0
2833,17,2329,4.0
33406,240,3852,3.5
66378,468,4144,3.5
40227,294,455,3.5
70719,493,1617,4.0
60859,442,1029,4.0
52843,384,2716,3.5
1240,15,1258,4.0
90466,599,70183,4.0
92499,614,994,5.0
42344,304,6934,2.0
95066,624,108601,2.0
83297,564,955,5.0
75936,528,2836,4.5
94289,624,4978,3.0
41439,297,6016,3.5
47622,350,3623,4.0
81047,550,1422,3.0
66998,470,1339,2.5
57015,412,50,4.0
91129,605,2262,3.0
20590,138,109374,1.0
58290,423,6975,4.0
62099,452,3019,3.0
61663,452,1097,5.0
81066,550,1653,5.0
49769,363,2092,1.0
50209,368,1387,3.0
76883,533,541,4.0
11108,73,7045,3.5
64954,463,1330,2.0
20775,142,3114,4.0
99274,665,122,4.0
62966,456,31658,4.0
74698,518,2798,3.0
16954,110,539,5.0
49094,358,1953,3.0
52833,384,2542,4.5
74926,520,111,5.0
98293,656,4034,5.0
7256,44,6,3.0
46692,343,852,4.0
95633,627,6373,3.5
40349,294,1210,4.0
95915,633,440,3.0
81905,559,364,4.0
2452,15,95105,1.0
96891,648,8012,4.0
97141,652,194,4.0
97248,652,3914,5.0
16820,108,356,4.0
81941,559,991,5.0
68824,475,112852,4.5
77968,543,141,5.0
80870,548,276,3.0
41883,299,56286,4.0
6233,33,2787,4.0
88004,585,2248,4.0
83320,564,1020,3.0
50966,378,3462,4.0
91420,607,377,3.5
13790,89,1073,4.5
53238,385,337,5.0
58391,423,91947,3.5
90444,599,61071,4.5
13756,88,60684,2.5
63260,457,2792,2.0
15493,102,1077,4.0
45066,316,5349,3.5
69196,480,1954,4.5
4392,23,3114,3.5
41192,295,1625,4.0
50057,367,2826,1.0
13698,88,5218,3.5
22343,157,1200,4.0
92781,615,55820,4.0
34135,243,2710,3.5
67717,472,2701,3.0
52221,381,360,3.0
25578,187,3210,5.0
74697,518,2797,5.0
23577,165,6870,3.0
28493,212,661,3.0
13595,88,1183,3.0
16413,105,1729,4.5
89761,596,8622,4.0
31703,232,474,4.0
54733,391,1131,4.0
16889,110,186,4.0
82645,562,30793,4.0
38962,285,1196,5.0
20605,139,785,2.5
31920,232,1372,4.0
52770,384,1278,3.0
97224,652,2690,5.0
92996,617,480,3.0
50640,373,1297,2.0
92586,615,780,3.5
85779,575,1479,2.0
18571,122,208,1.0
14456,94,30749,4.5
67585,472,1960,4.5
46160,334,2571,4.0
12249,77,3977,3.0
35884,259,2599,4.0
92513,614,1252,5.0
9195,60,27801,3.0
49928,365,8949,3.0
23480,165,4226,3.5
68023,472,6620,4.0
77711,537,1196,5.0
64614,461,3893,2.5
51568,380,4823,2.5
63632,457,86911,1.5
23474,165,4034,3.5
88304,587,1272,5.0
3102,18,832,3.0
1368,15,1909,2.0
44507,312,1391,3.0
17031,111,551,1.0
37867,273,5952,5.0
42770,306,1958,4.0
14376,94,2115,1.0
9002,58,940,2.0
96629,647,608,5.0
3561,20,736,3.5
81351,553,51255,4.0
29622,213,4386,1.0
38200,277,1527,5.0
51916,380,58297,2.5
18746,125,595,4.0
98925,664,4370,4.0
24124,174,1094,2.0
40240,294,539,4.0
70097,484,76,5.0
9482,63,2918,5.0
96514,646,2012,5.0
15837,102,2791,4.0
84715,565,2916,5.0
85879,575,2496,4.0
80639,547,99114,4.0
44296,311,8487,3.0
84269,564,2918,4.0
22479,157,8874,3.5
35009,250,62434,3.0
28535,212,1080,3.0
41997,301,3591,2.0
27249,199,53972,3.0
82491,562,1197,5.0
81269,553,1377,3.0
92022,608,2540,4.0
86270,577,1408,3.0
98414,659,92,4.0
20526,138,858,5.0
28934,212,5296,1.5
21415,149,109487,4.0
44567,312,2247,3.0
66752,468,36553,3.0
6684,38,1289,4.5
57411,416,367,3.0
89231,595,1171,4.0
19419,130,588,4.0
69629,481,4728,3.0
82407,561,48516,4.0
42948,306,2987,3.0
82836,564,16,4.0
76192,529,1948,4.0
73638,514,708,2.0
13331,86,151,4.0
20334,134,59315,4.5
48162,353,6548,2.0
58229,423,3386,4.0
60037,433,64614,2.5
79755,547,6477,3.5
59330,430,1517,3.5
79225,547,3199,2.0
28925,212,5055,2.5
22987,162,3,2.0
23258,165,593,3.0
38129,275,81932,4.5
98476,659,380,5.0
68115,473,4973,5.0
56297,406,923,3.5
92478,614,593,4.0
11422,73,58295,3.0
20013,133,86880,0.5
84340,564,3087,3.0
16482,105,2699,3.0
8413,56,2746,5.0
81020,550,665,5.0
95826,631,318,5.0
91141,605,2407,3.0
98178,655,116397,4.0
89215,595,1013,4.0
38703,283,6539,2.5
94761,624,80463,4.0
61346,450,32587,4.5
38039,275,3809,5.0
91206,605,3101,3.0
22793,159,46578,4.0
96373,644,2428,3.0
15051,98,6155,3.5
77991,543,801,5.0
93446,623,527,4.5
53320,386,2336,3.0
6070,31,541,4.0
22573,157,73808,4.5
45988,330,1892,4.0
3112,19,9,3.0
98384,658,2321,5.0
87396,580,72998,2.5
52825,384,2329,4.0
41210,295,2167,4.0
58906,427,7139,4.0
4679,23,26052,4.0
60760,441,4008,4.0
59427,430,4833,4.5
28290,209,543,3.0
85073,571,51662,4.0
29240,212,65682,3.0
7734,48,72731,3.0
81059,550,1608,3.0
25968,189,3146,1.0
72589,509,1304,4.5
40703,294,3922,3.0
14311,93,78499,5.0
36539,262,71535,2.0
95974,636,25,4.0
46246,337,1206,4.0
73310,510,1704,1.0
40742,294,4169,4.5
33231,239,3395,3.0
44484,312,1198,2.0
53992,388,1960,5.0
91869,608,924,5.0
4141,23,1103,4.5
83601,564,1583,1.0
58459,425,2329,5.0
83648,564,1674,4.0
40922,294,6536,4.5
76058,529,902,3.0
31626,231,1267,5.0
20577,138,86911,3.0
30970,220,2671,4.0
67291,472,241,1.0
465,6,1687,2.0
9479,63,2791,4.0
91321,606,1247,4.0
94296,624,5025,2.0
65420,466,678,4.0
2347,15,78574,4.5
82520,562,1639,4.5
34970,250,47099,4.5
79725,547,6247,4.0
31643,232,17,5.0
29551,213,2881,4.0
30019,213,78266,1.5
30851,220,589,4.0
32387,234,1265,2.5
55115,396,160,3.0
81710,558,1219,5.0
91011,605,1256,4.0
69398,480,55765,2.0
9089,59,912,4.0
71283,500,4246,4.0
70239,486,94864,2.0
92254,610,5954,2.5
53899,388,1345,4.0
43013,306,3500,3.0
31695,232,441,2.0
60717,441,1204,4.5
32022,232,2070,5.0
27841,202,2683,3.0
76785,531,42197,3.5
78519,547,434,1.5
60981,442,6377,4.5
71234,500,2321,3.5
70575,491,2829,2.0
10888,73,4308,2.5
6628,37,595,5.0
60138,434,804,4.0
54716,391,521,4.0
90002,597,2699,4.0
7942,49,2088,2.0
1252,15,1280,3.0
69372,480,47629,4.0
32680,236,1086,3.5
84265,564,2912,5.0
35677,255,41566,3.0
77539,537,270,1.0
85187,572,99114,4.0
84901,570,110,3.0
14794,95,4993,5.0
39299,287,329,4.5
90300,598,5462,2.0
58968,427,45028,2.5
18940,126,161,4.0
27296,199,65682,3.0
13670,88,3255,3.0
22032,152,4993,4.0
94863,624,90866,4.0
96770,648,912,4.0
51324,380,1883,3.0
41554,298,98491,5.0
60506,439,2700,4.0
54956,394,3022,1.5
40245,294,552,4.5
95143,624,115231,4.0
88230,587,928,4.5
51059,378,106100,3.5
73849,515,33794,4.5
23372,165,2321,3.0
50160,367,7438,2.0
33825,242,2267,4.0
73341,510,2671,2.0
53907,388,1388,3.0
6927,41,1298,5.0
8223,55,1,3.0
68426,475,32587,4.0
51162,380,110,5.0
27023,199,316,4.0
82846,564,35,2.0
29777,213,30793,2.5
15701,102,1997,5.0
60207,434,1266,5.0
82057,560,1544,4.0
57932,421,173,1.0
8874,57,1291,5.0
18546,121,539,3.0
11924,75,1259,4.0
50456,371,48043,2.0
36952,265,3083,3.0
57439,416,511,3.0
89979,597,2396,5.0
12490,78,3623,5.0
99090,664,54503,4.5
37350,268,4995,4.0
41944,300,589,4.5
51304,380,1672,4.0
70448,488,4993,3.5
73755,514,1236,4.0
63091,457,1193,3.5
56961,410,231,3.0
98575,660,72998,4.0
33010,239,289,5.0
14804,95,5309,3.0
66809,468,49272,3.0
84366,564,3157,3.0
90093,598,1784,5.0
86988,580,3307,3.5
80492,547,75813,2.5
10038,72,608,4.0
33623,242,454,3.0
12952,83,1276,5.0
54358,388,6384,3.5
13367,86,273,3.0
15391,102,318,3.0
43015,306,3524,5.0
10215,73,1,5.0
77688,537,1095,4.0
58613,426,44665,4.5
89534,596,2028,4.0
93362,621,2926,5.0
34387,245,1270,5.0
77409,536,180,4.0
28902,212,4735,1.0
5804,30,4018,4.0
51122,379,4963,3.5
8903,57,1641,5.0
37976,275,344,4.5
29828,213,45431,1.5
88118,586,344,1.5
85786,575,1597,4.0
43180,308,1347,3.0
70544,491,1580,3.0
27734,201,2355,5.0
1765,15,4037,3.0
20092,134,457,4.5
49108,358,2014,3.0
96342,643,3452,2.0
81442,553,118696,5.0
59308,430,1175,4.0
64718,461,6058,2.0
5369,30,1694,5.0
87683,584,3147,5.0
73552,514,361,3.0
42654,306,1234,5.0
6709,38,4973,4.0
53087,384,44191,3.0
56564,407,3649,3.0
52181,380,106002,3.5
91715,607,5378,3.5
78564,547,597,3.5
67289,472,232,3.0
65099,463,2628,1.0
57321,414,4550,2.0
97809,654,2959,5.0
33110,239,1923,4.0
42443,306,195,2.0
71237,500,2420,3.5
22501,157,34048,2.0
47387,346,6808,1.5
9099,59,1923,3.0
80266,547,45186,1.5
35030,250,85414,4.0
43235,309,1449,5.0
77358,535,364,3.0
3454,19,1261,5.0
33300,240,356,2.5
31104,221,173,2.5
19100,128,1088,5.0
62231,452,3556,2.0
22568,157,71304,2.5
48375,354,480,3.0
67897,472,4029,3.0
97744,654,2413,4.0
44737,313,2194,4.5
88273,587,1207,4.0
60964,442,4306,4.5
15799,102,2520,4.0
78719,547,1207,5.0
97651,654,1500,4.0
84395,564,3248,3.0
57120,412,2683,5.0
20199,134,2109,4.0
82317,561,4973,3.5
28506,212,858,5.0
58522,426,1961,4.0
21467,150,231,3.0
91608,607,2470,4.0
99864,670,47,5.0
94051,624,3262,3.0
42952,306,3015,5.0
96224,641,377,5.0
77750,537,1276,5.0
99403,665,1409,4.0
37336,268,4022,3.5
85598,575,316,2.0
60536,439,3548,4.0
70930,496,317,3.0
46293,338,357,4.0
78356,545,2348,4.0
96709,647,2278,3.0
40830,294,5299,4.5
31433,228,1220,5.0
20313,134,8914,4.5
96556,646,2567,2.0
36380,262,7065,2.5
77076,534,292,4.0
9015,58,1230,2.0
15690,102,1960,5.0
59146,428,6333,3.0
25420,186,72998,5.0
30001,213,73042,1.5
83114,564,497,3.0
52202,380,135861,4.0
67279,472,144,4.0
17599,118,1845,4.0
54572,390,517,4.0
96726,647,2858,5.0
83391,564,1187,5.0
89946,597,2010,5.0
53501,387,1250,5.0
35633,255,6711,4.5
75704,526,4370,4.5
55843,404,1287,5.0
31225,223,628,4.0
63736,458,1240,3.5
92686,615,5445,4.0
15436,102,766,4.0
61448,452,31,2.5
28393,212,5,2.5
3656,21,466,3.0
89952,597,2076,5.0
80667,547,103444,4.0
54176,388,3198,3.0
80873,548,293,4.0
63647,457,100581,2.5
56596,407,4765,4.0
65182,463,3752,3.0
67621,472,2169,3.0
9997,70,1061,5.0
57710,418,5151,3.0
74710,518,2861,4.0
89993,597,2554,3.0
39130,285,2375,3.0
11930,75,1291,4.5
2570,15,115713,3.5
72755,509,2165,4.0
64526,461,2908,2.5
18931,126,10,3.0
15794,102,2453,3.0
20586,138,104841,3.5
33997,243,382,3.0
74857,519,7451,4.5
45636,326,314,5.0
48530,355,2571,5.0
98032,654,8784,4.5
98576,660,73017,4.5
59203,429,1644,0.5
43671,311,1197,3.0
41198,295,1907,4.0
28921,212,5014,3.5
79642,547,5418,4.0
88680,588,47,5.0
98356,658,912,5.0
70100,484,494,4.0
84189,564,2746,5.0
43302,309,8961,4.0
51818,380,43928,3.0
84489,564,3499,5.0
15654,102,1690,4.0
25756,188,62,3.0
53004,384,7373,4.0
45627,325,1562,1.0
6443,34,2353,3.0
47368,346,5782,5.0
14098,92,344,2.0
48344,354,112,5.0
41226,295,2572,4.0
32876,237,780,2.0
37359,268,5945,2.0
20516,137,5060,4.0
33693,242,1197,5.0
27228,199,45447,4.0
27135,199,4878,3.0
45464,324,1,4.0
63662,457,106330,1.5
82724,563,27156,5.0
42976,306,3219,3.0
52204,380,138036,4.0
16814,108,253,3.0
11644,73,93838,4.5
73578,514,449,3.0
31481,228,116797,4.0
90624,602,156,5.0
24003,171,47,4.0
49375,359,364,4.5
12006,75,7361,4.5
95262,624,146688,2.0
70805,494,2918,3.5
40441,294,2039,3.5
52168,380,101864,3.5
30714,219,1079,3.0
98988,664,7022,4.0
57213,412,4148,2.0
16224,105,165,3.5
49843,364,47,0.5
78296,545,1097,5.0
56299,406,1077,4.0
73876,516,31,4.0
40476,294,2125,4.5
69752,481,26574,4.0
99624,665,3981,2.0
8347,56,1263,2.0
18256,119,3175,3.0
61033,443,1036,5.0
56045,405,2858,0.5
69970,483,50,4.0
40304,294,931,3.0
48154,353,6333,3.0
96384,644,2712,5.0
51667,380,6879,3.5
5526,30,2435,2.0
28232,207,69757,0.5
47726,351,3512,4.0
17163,111,2712,1.0
92757,615,48774,4.5
81950,559,1204,5.0
61276,450,1089,5.0
83998,564,2376,4.0
81763,558,3083,5.0
5509,30,2391,5.0
84346,564,3103,4.0
1118,15,708,3.0
39148,285,2459,4.0
60740,441,2395,4.0
44656,313,345,3.5
75019,520,3793,3.5
34538,247,370,3.0
4295,23,2068,5.0
36452,262,30793,1.0
78892,547,1934,3.5
17893,119,1252,4.0
46880,344,1377,2.0
96048,639,31,3.0
31010,220,3178,3.0
61905,452,2080,4.0
23133,164,1580,3.5
39840,292,432,2.5
39683,290,4896,2.0
77499,537,29,5.0
16049,103,780,2.0
52973,384,6708,3.5
96927,648,41527,4.5
16907,110,276,4.0
15335,101,2716,3.5
49951,366,419,3.0
97990,654,6373,4.0
76436,529,5780,3.0
98130,655,3210,4.0
8315,56,1089,4.0
41345,296,3210,4.5
85399,574,3745,3.0
12323,77,8636,4.0
79423,547,4086,4.0
75077,521,318,4.5
7403,48,784,2.5
98682,662,317,4.0
52841,384,2710,1.5
58254,423,4226,4.5
31465,228,8961,4.0
41877,299,54785,4.0
17352,113,36,4.0
88693,588,288,3.0
9624,67,88,3.0
79475,547,4356,4.0
8339,56,1240,2.0
21257,149,2761,4.0
42314,304,1968,3.5
98313,657,165,3.0
16478,105,2640,1.5
84401,564,3254,3.0
20710,140,104841,4.5
47590,350,2683,4.0
34101,243,2028,3.5
44722,313,1732,3.0
79628,547,5308,2.0
74420,518,1661,3.0
14677,95,2713,3.0
92628,615,2329,4.0
17428,115,3578,4.5
45430,322,3445,4.0
95321,625,98491,4.5
25827,188,733,4.0
99246,664,111362,4.5
14613,95,2004,4.0
10289,73,333,2.0
46334,339,1210,4.0
22520,157,51255,3.0
89112,594,1198,5.0
79672,547,5772,4.5
47856,353,349,3.0
99191,664,84392,4.0
72325,509,147,3.0
20864,143,6711,4.5
69358,480,41566,3.0
96568,646,2747,5.0
39836,292,376,4.0
1357,15,1845,4.0
15412,102,527,4.0
48732,357,231,4.0
63370,457,4235,3.5
55316,398,2194,4.0
75206,522,2403,3.5
52277,381,2683,4.0
35570,255,910,4.0
80612,547,96811,4.0
30385,214,3916,4.0
99051,664,37857,4.0
